chr	coord	gene_name	refseqID	rel_location	utr5_st	utr5_end	cds_st	cds_end	utr3_st	utr3_end	utr5_size	cds_size	utr3_size
chr1	1190513	UBE2J2	ENST00000348298.7	2.23489932885906	1048	694	693	70	69	-228	354	623	297
chr1	1190513	UBE2J2	ENST00000349431.6	2.09549795361528	1069	850	849	70	69	-663	219	779	732
chr1	1190513	UBE2J2	ENST00000400929.2	2.32110091743119	908	694	693	70	69	-148	214	623	217
chr1	1228559	ACAP3	ENST00000353662.3	2.32627118644068	2864	2665	2664	385	384	-795	199	2279	1179
chr1	1228559	ACAP3	ENST00000354700.5	2.32407407407407	3092	2890	2889	385	384	-803	202	2504	1187
chr1	1247148	CPSF3L	ENST00000411962.1	2.35271317829457	1664	1600	1599	91	90	-167	64	1508	257
chr1	1247148	CPSF3L	ENST00000419704.1	2.3596837944664	1635	1591	1590	91	90	-162	44	1499	252
chr1	1247148	CPSF3L	ENST00000421495.2	2.3596837944664	1705	1120	1119	91	90	-162	585	1028	252
chr1	1247148	CPSF3L	ENST00000435064.1	2.34732824427481	1976	1894	1893	91	90	-171	82	1802	261
chr1	1247148	CPSF3L	ENST00000540437.1	2.3596837944664	2367	1912	1911	91	90	-162	455	1820	252
chr1	1271532	DVL1	ENST00000378888.5	1.99521072796935	2362	2078	2077	-10	-11	-876	284	2087	865
chr1	1271532	DVL1	ENST00000378891.5	1.99503229011426	2049	2003	2002	-10	-11	-876	46	2012	865
chr1	1309620	AURKAIP1	ENST00000321751.5	1.43	386	258	257	-342	-343	-411	128	599	68
chr1	1309620	AURKAIP1	ENST00000338338.5	1.43	633	258	257	-342	-343	-413	375	599	70
chr1	1309620	AURKAIP1	ENST00000338370.3	1.43	658	258	257	-342	-343	-413	400	599	70
chr1	1309620	AURKAIP1	ENST00000378853.3	1.43	468	258	257	-342	-343	-406	210	599	63
chr1	1310160	AURKAIP1	ENST00000321751.5	0.821705426356589	105	-23	-24	-623	-624	-692	128	599	68
chr1	1310160	AURKAIP1	ENST00000338338.5	0.938829787234043	352	-23	-24	-623	-624	-694	375	599	70
chr1	1310160	AURKAIP1	ENST00000338370.3	0.942643391521197	377	-23	-24	-623	-624	-694	400	599	70
chr1	1310160	AURKAIP1	ENST00000378853.3	0.890995260663507	187	-23	-24	-623	-624	-687	210	599	63
chr1	1322064	CCNL2	ENST00000400809.3	2.74320652173913	2115	2110	2109	547	546	-189	5	1562	735
chr1	1322064	CCNL2	ENST00000408952.5	2.73030707610147	1856	1444	1443	547	546	-202	412	896	748
chr1	1322209	CCNL2	ENST00000400809.3	2.54619565217391	1970	1965	1964	402	401	-334	5	1562	735
chr1	1322209	CCNL2	ENST00000408952.5	2.53671562082777	1711	1299	1298	402	401	-347	412	896	748
chr1	1322252	CCNL2	ENST00000400809.3	2.48777173913043	1927	1922	1921	359	358	-377	5	1562	735
chr1	1322252	CCNL2	ENST00000408952.5	2.47930574098798	1668	1256	1255	359	358	-390	412	896	748
chr1	1322595	CCNL2	ENST00000400809.3	2.02173913043478	1584	1579	1578	16	15	-720	5	1562	735
chr1	1322595	CCNL2	ENST00000408952.5	2.02136181575434	1325	913	912	16	15	-733	412	896	748
chr1	1327919	CCNL2	ENST00000408918.4	2.4919028340081	934	924	923	243	242	-251	10	680	493
chr1	1337385	MRPL20	ENST00000344843.7	2.44571428571429	623	528	527	78	77	-97	95	449	174
chr1	1477350	SSU72	ENST00000291386.3	2.24427480916031	992	681	680	96	95	-297	311	584	392
chr1	1480308	SSU72	ENST00000291386.3	1.51111111111111	610	299	298	-286	-287	-679	311	584	392
chr1	1500155	SSU72	ENST00000291386.3	1.37948717948718	533	222	221	-363	-364	-756	311	584	392
chr1	1500155	SSU72	ENST00000359060.4	1.48051948051948	248	222	221	-240	-241	-2430	26	461	2189
chr1	1500183	SSU72	ENST00000291386.3	1.33162393162393	505	194	193	-391	-392	-784	311	584	392
chr1	1500183	SSU72	ENST00000359060.4	1.41991341991342	220	194	193	-268	-269	-2458	26	461	2189
chr1	1533633	C1orf233	ENST00000422725.1	2.81783824640967	1843	1763	1762	1082	1081	-241	80	680	1322
chr1	1596652	SLC35E2B	ENST00000234800.6	2.13291287082457	2213	1787	1786	569	568	-3712	426	1217	4280
chr1	1596652	SLC35E2B	ENST00000378662.1	2.13288183092013	2547	1787	1786	569	568	-3713	760	1217	4281
chr1	1718296	GNB1	ENST00000378609.4	2.11618725324309	1560	1229	1228	206	205	-1567	331	1022	1772
chr1	1718384	GNB1	ENST00000378609.4	2.06655386350818	1472	1141	1140	118	117	-1655	331	1022	1772
chr1	1718406	GNB1	ENST00000378609.4	2.05414551607445	1450	1119	1118	96	95	-1677	331	1022	1772
chr1	1718421	GNB1	ENST00000378609.4	2.04568527918782	1435	1104	1103	81	80	-1692	331	1022	1772
chr1	2238558	SKI	ENST00000378536.4	2.10554561717352	2612	2541	2540	354	353	-3000	71	2186	3353
chr1	2239337	SKI	ENST00000378536.4	2.33780560524747	3391	3320	3319	1133	1132	-2221	71	2186	3353
chr1	2239386	SKI	ENST00000378536.4	2.35241502683363	3440	3369	3368	1182	1181	-2172	71	2186	3353
chr1	2338180	PEX10	ENST00000288774.3	1.78290105667627	842	815	814	-226	-227	-1195	27	1040	968
chr1	2338180	PEX10	ENST00000447513.2	1.76962283384302	823	755	754	-226	-227	-1173	68	980	946
chr1	2338180	PEX10	ENST00000507596.1	1.77435897435897	792	755	754	-220	-221	-1148	37	974	927
chr1	2440075	PANK4	ENST00000378466.3	2.67197452229299	2545	2533	2532	211	210	-103	12	2321	313
chr1	2440075	PANK4	ENST00000435556.3	2.68064516129032	2424	2416	2415	211	210	-99	8	2204	309
chr1	3546602	TPRG1L	ENST00000344579.5	2.94160104986877	2099	2077	2076	1435	1434	-89	22	641	1523
chr1	3546602	TPRG1L	ENST00000378344.2	2.94160104986877	2324	2254	2253	1435	1434	-89	70	818	1523
chr1	3548005	WRAP73	ENST00000378322.3	1.967125382263	1323	1265	1264	-43	-44	-674	58	1307	630
chr1	3703822	LRRC47	ENST00000378251.1	1.38127853881279	695	668	667	-1084	-1085	-1952	27	1751	867
chr1	6283019	ICMT	ENST00000343813.5	2.54566503730383	3004	2976	2975	2121	2120	-1766	28	854	3886
chr1	6283946	ICMT	ENST00000343813.5	2.30717777206072	2077	2049	2048	1194	1193	-2693	28	854	3886
chr1	6284065	ICMT	ENST00000343813.5	2.27656290198096	1958	1930	1929	1075	1074	-2812	28	854	3886
chr1	6284768	ICMT	ENST00000343813.5	2.0957036274762	1255	1227	1226	372	371	-3515	28	854	3886
chr1	6284801	ICMT	ENST00000343813.5	2.08721378955493	1222	1194	1193	339	338	-3548	28	854	3886
chr1	6285026	ICMT	ENST00000343813.5	2.02932853100077	997	969	968	114	113	-3773	28	854	3886
chr1	6285084	ICMT	ENST00000343813.5	2.01440699768459	939	911	910	56	55	-3831	28	854	3886
chr1	6584747	NOL9	ENST00000377705.5	2.25893055247393	3308	3276	3275	1167	1166	-3340	32	2108	4506
chr1	6585887	NOL9	ENST00000377705.5	2.00599068116264	2168	2136	2135	27	26	-4480	32	2108	4506
chr1	6589201	NOL9	ENST00000377705.5	1.79563774300616	1710	1678	1677	-431	-432	-4938	32	2108	4506
chr1	6651014	KLHL21	ENST00000377658.4	2.91291177584248	4256	4205	4204	2411	2410	-230	51	1793	2640
chr1	6651014	KLHL21	ENST00000377663.3	2.9504417151476	6214	6031	6030	4411	4410	-230	183	1619	4640
chr1	6653636	KLHL21	ENST00000377658.4	1.88238573021182	1634	1583	1582	-211	-212	-2852	51	1793	2640
chr1	6653636	KLHL21	ENST00000377663.3	2.38547726783021	3592	3409	3408	1789	1788	-2852	183	1619	4640
chr1	6653636	KLHL21	ENST00000467612.1	1.6955266955267	672	482	481	-211	-212	-383	190	692	171
chr1	6681697	PHF13	ENST00000377648.4	2	1284	903	902	0	-1	-2396	381	902	2395
chr1	6681833	PHF13	ENST00000377648.4	2.0567612687813	1420	1039	1038	136	135	-2260	381	902	2395
chr1	6681933	PHF13	ENST00000377648.4	2.09849749582638	1520	1139	1138	236	235	-2160	381	902	2395
chr1	6681938	PHF13	ENST00000377648.4	2.10058430717863	1525	1144	1143	241	240	-2155	381	902	2395
chr1	7840457	VAMP3	ENST00000054666.6	2.42081701175154	1169	1055	1054	752	751	-1035	114	302	1786
chr1	8045110	PARK7	ENST00000338639.5	1.99298245614035	719	566	565	-4	-5	-229	153	569	224
chr1	8045110	PARK7	ENST00000377488.1	1.99298245614035	721	566	565	-4	-5	-61	155	569	56
chr1	8045110	PARK7	ENST00000377491.1	1.99298245614035	776	566	565	-4	-5	-200	210	569	195
chr1	8045110	PARK7	ENST00000377493.5	1.9921568627451	563	506	505	-4	-5	-231	57	509	226
chr1	8045110	PARK7	ENST00000493678.1	1.99298245614035	632	566	565	-4	-5	-455	66	569	450
chr1	8045260	PARK7	ENST00000338639.5	2.64888888888889	869	716	715	146	145	-79	153	569	224
chr1	8045260	PARK7	ENST00000377491.1	2.74489795918367	926	716	715	146	145	-50	210	569	195
chr1	8045260	PARK7	ENST00000377493.5	2.6431718061674	713	656	655	146	145	-81	57	509	226
chr1	8045260	PARK7	ENST00000493678.1	2.32372505543237	782	716	715	146	145	-305	66	569	450
chr1	8073556	ERRFI1	ENST00000377482.5	1.79409647228222	1326	1103	1102	-286	-287	-1777	223	1388	1490
chr1	8073556	ERRFI1	ENST00000467067.1	2.96256104177971	2027	2014	2013	1774	1773	-69	13	239	1842
chr1	8073835	ERRFI1	ENST00000377482.5	1.59323254139669	1047	824	823	-565	-566	-2056	223	1388	1490
chr1	8073835	ERRFI1	ENST00000467067.1	2.81117742810635	1748	1735	1734	1495	1494	-348	13	239	1842
chr1	8073835	ERRFI1	ENST00000469499.1	2.93548387096774	958	747	746	522	521	-36	211	224	557
chr1	8074308	ERRFI1	ENST00000377482.5	1.25269978401728	574	351	350	-1038	-1039	-2529	223	1388	1490
chr1	8074308	ERRFI1	ENST00000467067.1	2.55453065653825	1275	1262	1261	1022	1021	-821	13	239	1842
chr1	8074308	ERRFI1	ENST00000469499.1	2.08781362007168	485	274	273	49	48	-509	211	224	557
chr1	8921120	ENO1	ENST00000234590.4	2.83519553072626	1723	1604	1603	299	298	-59	119	1304	357
chr1	8921280	ENO1	ENST00000234590.4	2.38826815642458	1563	1444	1443	139	138	-219	119	1304	357
chr1	8921328	ENO1	ENST00000234590.4	2.25418994413408	1515	1396	1395	91	90	-267	119	1304	357
chr1	8921330	ENO1	ENST00000234590.4	2.24860335195531	1513	1394	1393	89	88	-269	119	1304	357
chr1	8921375	ENO1	ENST00000234590.4	2.12290502793296	1468	1349	1348	44	43	-314	119	1304	357
chr1	8921435	ENO1	ENST00000234590.4	1.98773946360153	1408	1289	1288	-16	-17	-374	119	1304	357
chr1	8922998	ENO1	ENST00000234590.4	1.90651340996169	1302	1183	1182	-122	-123	-480	119	1304	357
chr1	8923344	ENO1	ENST00000234590.4	1.86283524904215	1245	1126	1125	-179	-180	-537	119	1304	357
chr1	8925475	ENO1	ENST00000234590.4	1.56245210727969	853	734	733	-571	-572	-929	119	1304	357
chr1	8925500	ENO1	ENST00000234590.4	1.54329501915709	828	709	708	-596	-597	-954	119	1304	357
chr1	8930537	ENO1	ENST00000234590.4	1.1639846743295	333	214	213	-1091	-1092	-1449	119	1304	357
chr1	8934930	ENO1	ENST00000234590.4	1.02911877394636	157	38	37	-1267	-1268	-1625	119	1304	357
chr1	9305128	H6PD	ENST00000377403.2	1.05681818181818	436	135	134	-2241	-2242	-8709	301	2375	6467
chr1	9305128	H6PD	ENST00000602477.1	1.06973848069738	319	168	167	-2241	-2242	-5270	151	2408	3028
chr1	9673556	TMEM201	ENST00000340381.6	2.23499433748584	2424	2416	2415	415	414	-1351	8	2000	1765
chr1	9673556	TMEM201	ENST00000377376.4	2.23132664437012	2400	2344	2343	415	414	-1379	56	1928	1793
chr1	9789843	CLSTN1	ENST00000361311.4	2.48851351351351	3889	3639	3638	723	722	-757	250	2915	1479
chr1	9789843	CLSTN1	ENST00000377288.3	2.48851351351351	4404	3612	3611	723	722	-757	792	2888	1479
chr1	9789843	CLSTN1	ENST00000377298.4	2.48785425101215	4461	3669	3668	723	722	-759	792	2945	1481
chr1	9790484	CLSTN1	ENST00000361311.4	2.05540540540541	3248	2998	2997	82	81	-1398	250	2915	1479
chr1	9790484	CLSTN1	ENST00000377288.3	2.05540540540541	3763	2971	2970	82	81	-1398	792	2888	1479
chr1	9790484	CLSTN1	ENST00000377298.4	2.055330634278	3820	3028	3027	82	81	-1400	792	2945	1481
chr1	10479762	PGD	ENST00000270776.8	1.96969696969697	1445	1408	1407	-44	-45	-439	37	1451	394
chr1	10479762	PGD	ENST00000538557.1	1.96886058032555	1612	1369	1368	-44	-45	-346	243	1412	301
chr1	10479762	PGD	ENST00000541529.1	1.96825396825397	1390	1342	1341	-44	-45	-83	48	1385	38
chr1	10479848	PGD	ENST00000270776.8	2.10632911392405	1531	1494	1493	42	41	-353	37	1451	394
chr1	10479848	PGD	ENST00000538557.1	2.13907284768212	1698	1455	1454	42	41	-260	243	1412	301
chr1	10480005	PGD	ENST00000270776.8	2.50379746835443	1688	1651	1650	199	198	-196	37	1451	394
chr1	10480005	PGD	ENST00000538557.1	2.65894039735099	1855	1612	1611	199	198	-103	243	1412	301
chr1	10516852	DFFA	ENST00000377038.3	2.94504830917874	5758	5691	5690	4695	4694	-273	67	995	4967
chr1	10521361	DFFA	ENST00000377038.3	2.03743961352657	1249	1182	1181	186	185	-4782	67	995	4967
chr1	10521408	DFFA	ENST00000377038.3	2.02797906602254	1202	1135	1134	139	138	-4829	67	995	4967
chr1	10521459	DFFA	ENST00000377038.3	2.01771336553945	1151	1084	1083	88	87	-4880	67	995	4967
chr1	10521473	DFFA	ENST00000377038.3	2.01489533011272	1137	1070	1069	74	73	-4894	67	995	4967
chr1	11083331	TARDBP	ENST00000240185.3	2.44636429085673	1978	1865	1864	620	619	-769	113	1244	1388
chr1	11083331	TARDBP	ENST00000315091.3	2.02780748663102	925	914	913	26	25	-909	11	887	934
chr1	11083483	TARDBP	ENST00000240185.3	2.55579553635709	2130	2017	2016	772	771	-617	113	1244	1388
chr1	11083483	TARDBP	ENST00000315091.3	2.1903743315508	1077	1066	1065	178	177	-757	11	887	934
chr1	11083492	TARDBP	ENST00000240185.3	2.56227501799856	2139	2026	2025	781	780	-608	113	1244	1388
chr1	11083492	TARDBP	ENST00000315091.3	2.2	1086	1075	1074	187	186	-748	11	887	934
chr1	11115074	SRM	ENST00000376957.2	1.91639163916392	913	833	832	-76	-77	-352	80	908	275
chr1	11116765	SRM	ENST00000376957.2	1.47414741474147	511	431	430	-478	-479	-754	80	908	275
chr1	11126765	EXOSC10	ENST00000304457.7	2.1	2630	2593	2592	10	9	-90	37	2582	99
chr1	11126765	EXOSC10	ENST00000376936.4	2.1	2717	2668	2667	10	9	-90	49	2657	99
chr1	11126765	EXOSC10	ENST00000544779.1	2.93245341614907	3246	3241	3240	1201	1200	-87	5	2039	1287
chr1	11142784	EXOSC10	ENST00000304457.7	1.48044909020519	1278	1241	1240	-1342	-1343	-1442	37	2582	99
chr1	11142784	EXOSC10	ENST00000376936.4	1.46689240030098	1290	1241	1240	-1417	-1418	-1517	49	2657	99
chr1	11142784	EXOSC10	ENST00000544779.1	1.60833333333333	1246	1241	1240	-799	-800	-2087	5	2039	1287
chr1	11167236	MTOR	ENST00000361445.4	2.32210526315789	8032	7956	7955	306	305	-644	76	7649	949
chr1	11167236	MTOR	ENST00000376838.1	2.32210526315789	3372	2571	2570	306	305	-644	801	2264	949
chr1	11983348	KIAA2013	ENST00000376572.3	1.64671916010499	1417	1232	1231	-673	-674	-1397	185	1904	723
chr1	11983348	KIAA2013	ENST00000376576.3	1.61477045908184	1422	1232	1231	-772	-773	-1116	190	2003	343
chr1	12035204	PLOD1	ENST00000196061.4	2.46502057613169	2549	2523	2522	339	338	-390	26	2183	728
chr1	12035292	PLOD1	ENST00000196061.4	2.58573388203018	2637	2611	2610	427	426	-302	26	2183	728
chr1	12035319	PLOD1	ENST00000196061.4	2.62277091906722	2664	2638	2637	454	453	-275	26	2183	728
chr1	12071860	MFN2	ENST00000235329.5	2.12249099330932	2833	2512	2511	238	237	-1705	321	2273	1942
chr1	12071860	MFN2	ENST00000444836.1	2.12211390456644	2819	2512	2511	238	237	-1711	307	2273	1948
chr1	12072681	MFN2	ENST00000235329.5	2.54503345342254	3654	3333	3332	1059	1058	-884	321	2273	1942
chr1	12072681	MFN2	ENST00000444836.1	2.54335556695741	3640	3333	3332	1059	1058	-890	307	2273	1948
chr1	12072702	MFN2	ENST00000235329.5	2.55584148224395	3675	3354	3353	1080	1079	-863	321	2273	1942
chr1	12072702	MFN2	ENST00000444836.1	2.55413032324269	3661	3354	3353	1080	1079	-869	307	2273	1948
chr1	13942599	PDPN	ENST00000294489.6	2.09433040078201	1250	910	909	193	192	-1853	340	716	2045
chr1	13942599	PDPN	ENST00000376057.4	2.09433040078201	947	904	903	193	192	-1853	43	710	2045
chr1	13942599	PDPN	ENST00000376061.4	2.22158438576349	689	556	555	193	192	-678	133	362	870
chr1	13942599	PDPN	ENST00000475043.1	2.57440476190476	705	550	549	193	192	-143	155	356	335
chr1	13942599	PDPN	ENST00000513143.1	2.29555895865237	844	556	555	193	192	-460	288	362	652
chr1	14105984	PRDM2	ENST00000235372.7	1.32848555361644	2549	1694	1693	-3463	-3464	-5407	855	5156	1943
chr1	14105984	PRDM2	ENST00000311066.5	1.33551198257081	2549	1694	1693	-3355	-3356	-4887	855	5048	1531
chr1	14105984	PRDM2	ENST00000343137.4	1.24538911381017	1311	1091	1090	-3355	-3356	-4485	220	4445	1129
chr1	14105984	PRDM2	ENST00000413440.1	1.24538911381017	1267	1091	1090	-3355	-3356	-4907	176	4445	1551
chr1	14106254	PRDM2	ENST00000235372.7	1.38084157455885	2819	1964	1963	-3193	-3194	-5137	855	5156	1943
chr1	14106254	PRDM2	ENST00000311066.5	1.38898791839968	2819	1964	1963	-3085	-3086	-4617	855	5048	1531
chr1	14106254	PRDM2	ENST00000343137.4	1.30611785874944	1581	1361	1360	-3085	-3086	-4215	220	4445	1129
chr1	14106254	PRDM2	ENST00000413440.1	1.30611785874944	1537	1361	1360	-3085	-3086	-4637	176	4445	1551
chr1	14107817	PRDM2	ENST00000235372.7	1.68392476245879	4382	3527	3526	-1630	-1631	-3574	855	5156	1943
chr1	14107817	PRDM2	ENST00000311066.5	1.6985541691424	4382	3527	3526	-1522	-1523	-3054	855	5048	1531
chr1	14107817	PRDM2	ENST00000343137.4	1.65766981556455	3144	2924	2923	-1522	-1523	-2652	220	4445	1129
chr1	14107817	PRDM2	ENST00000413440.1	1.65766981556455	3100	2924	2923	-1522	-1523	-3074	176	4445	1551
chr1	14109043	PRDM2	ENST00000235372.7	1.92165987977506	5608	4753	4752	-404	-405	-2348	855	5156	1943
chr1	14109043	PRDM2	ENST00000311066.5	1.94137452960982	5608	4753	4752	-296	-297	-1828	855	5048	1531
chr1	14109043	PRDM2	ENST00000343137.4	1.93342330184435	4370	4150	4149	-296	-297	-1426	220	4445	1129
chr1	14109043	PRDM2	ENST00000413440.1	1.93342330184435	4326	4150	4149	-296	-297	-1848	176	4445	1551
chr1	15895463	DNAJC16	ENST00000375847.3	2.22244094488189	3303	3140	3139	791	790	-2765	163	2348	3555
chr1	15986573	DDI2	ENST00000480945.1	2.0311216771126	1658	1488	1487	288	287	-8966	170	1199	9253
chr1	15987590	DDI2	ENST00000480945.1	2.14102009941647	2675	2505	2504	1305	1304	-7949	170	1199	9253
chr1	16053664	PLEKHM2	ENST00000375793.2	1.34566666666667	1205	1037	1036	-1963	-1964	-2798	168	2999	834
chr1	16053664	PLEKHM2	ENST00000375799.3	1.35849673202614	1323	1097	1096	-1963	-1964	-2798	226	3059	834
chr1	16060755	PLEKHM2	ENST00000375793.2	2.39041916167665	3494	3326	3325	326	325	-509	168	2999	834
chr1	16060755	PLEKHM2	ENST00000375799.3	2.39041916167665	3612	3386	3385	326	325	-509	226	3059	834
chr1	16202781	SPEN	ENST00000375759.3	1.04447476125512	692	489	488	-10506	-10507	-11539	203	10994	1032
chr1	16255121	SPEN	ENST00000375759.3	1.21700773078672	2589	2386	2385	-8609	-8610	-9642	203	10994	1032
chr1	16257186	SPEN	ENST00000375759.3	1.40482037289677	4654	4451	4450	-6544	-6545	-7577	203	10994	1032
chr1	16259409	SPEN	ENST00000375759.3	1.60700318326512	6877	6674	6673	-4321	-4322	-5354	203	10994	1032
chr1	16261769	SPEN	ENST00000375759.3	1.82164620281946	9237	9034	9033	-1961	-1962	-2994	203	10994	1032
chr1	16265982	SPEN	ENST00000375759.3	2.05808325266215	11258	11055	11054	60	59	-973	203	10994	1032
chr1	16266139	SPEN	ENST00000375759.3	2.21006776379477	11415	11212	11211	217	216	-816	203	10994	1032
chr1	16266158	SPEN	ENST00000375759.3	2.22846079380445	11434	11231	11230	236	235	-797	203	10994	1032
chr1	16266166	SPEN	ENST00000375759.3	2.23620522749274	11442	11239	11238	244	243	-789	203	10994	1032
chr1	16266381	SPEN	ENST00000375759.3	2.44433688286544	11657	11454	11453	459	458	-574	203	10994	1032
chr1	16451278	EPHA2	ENST00000358432.5	2.49202733485194	3517	3363	3362	432	431	-446	154	2930	877
chr1	16577361	FBXO42	ENST00000375592.3	1.90900649953575	2174	1958	1957	-196	-197	-4027	216	2153	3830
chr1	16721757	SZRD1	ENST00000375590.3	1.9874213836478	492	471	470	-6	-7	-850	21	476	843
chr1	16721757	SZRD1	ENST00000401088.4	2.04063957361759	755	581	580	122	121	-2880	174	458	3001
chr1	16721757	SZRD1	ENST00000401089.3	2.04059900166389	563	524	523	122	121	-2883	39	401	3004
chr1	16721757	SZRD1	ENST00000471507.1	2.45864661654135	747	578	577	122	121	-144	169	455	265
chr1	16721845	SZRD1	ENST00000375590.3	2.09715639810427	580	559	558	82	81	-762	21	476	843
chr1	16721845	SZRD1	ENST00000401088.4	2.06995336442372	843	669	668	210	209	-2792	174	458	3001
chr1	16721845	SZRD1	ENST00000401089.3	2.06988352745424	651	612	611	210	209	-2795	39	401	3004
chr1	16721845	SZRD1	ENST00000471507.1	2.78947368421053	835	666	665	210	209	-56	169	455	265
chr1	16786504	NECAP2	ENST00000337132.5	2.94191919191919	2000	1911	1910	1119	1118	-69	89	791	1187
chr1	16786504	NECAP2	ENST00000406746.1	2.85249457700651	1222	1185	1184	393	392	-68	37	791	460
chr1	16786504	NECAP2	ENST00000443980.2	2.93709528214616	1860	1835	1834	1013	1012	-68	25	821	1080
chr1	17733884	RCC2	ENST00000375436.4	2.73047210300429	3458	3271	3270	1702	1701	-628	187	1568	2329
chr1	17735459	RCC2	ENST00000375433.3	2.30676328502415	1742	1696	1695	127	126	-287	46	1568	413
chr1	17735459	RCC2	ENST00000375436.4	2.05450643776824	1883	1696	1695	127	126	-2203	187	1568	2329
chr1	19420584	UBR4	ENST00000375217.2	1.88693580580774	13778	13775	13774	-1756	-1757	-2082	3	15530	325
chr1	19420584	UBR4	ENST00000375224.1	1.34306023194912	1400	917	916	-1756	-1757	-2074	483	2672	317
chr1	19420584	UBR4	ENST00000375226.2	1.88656330749354	13727	13724	13723	-1756	-1757	-2082	3	15479	325
chr1	19420584	UBR4	ENST00000375254.3	1.88708847736626	13823	13796	13795	-1756	-1757	-2082	27	15551	325
chr1	19420584	UBR4	ENST00000375267.2	1.88350944604547	13799	13796	13795	-1819	-1820	-2145	3	15614	325
chr1	19420584	UBR4	ENST00000429347.2	1.17208863743517	432	365	364	-1756	-1757	-2074	67	2120	317
chr1	19420584	UBR4	ENST00000543981.1	1.30974842767296	799	788	787	-1756	-1757	-1784	11	2543	27
chr1	19465658	UBR4	ENST00000375217.2	1.55559848045844	8632	8629	8628	-6902	-6903	-7228	3	15530	325
chr1	19465658	UBR4	ENST00000375226.2	1.55413436692506	8581	8578	8577	-6902	-6903	-7228	3	15479	325
chr1	19465658	UBR4	ENST00000375254.3	1.55619855967078	8677	8650	8649	-6902	-6903	-7228	27	15551	325
chr1	19465658	UBR4	ENST00000375267.2	1.55395453089978	8653	8650	8649	-6965	-6966	-7291	3	15614	325
chr1	19585330	MRTO4	ENST00000330263.4	2.00462249614792	1022	726	725	6	5	-1292	296	719	1297
chr1	19585382	MRTO4	ENST00000330263.4	2.04468412942989	1074	778	777	58	57	-1240	296	719	1297
chr1	19586362	MRTO4	ENST00000330263.4	2.79969183359014	2054	1758	1757	1038	1037	-260	296	719	1297
chr1	19655428	PQLC2	ENST00000375153.3	2.45682888540031	1806	1167	1166	291	290	-346	639	875	636
chr1	19655428	PQLC2	ENST00000375155.3	2.44292237442922	1438	1167	1166	291	290	-366	271	875	656
chr1	19655428	PQLC2	ENST00000400548.2	2.44292237442922	1181	972	971	291	290	-366	209	680	656
chr1	19665788	CAPZB	ENST00000264203.3	2.34513274336283	1549	1056	1055	273	272	-518	493	782	790
chr1	19665788	CAPZB	ENST00000375142.1	2.41490683229814	1214	1168	1167	334	333	-471	46	833	804
chr1	19665788	CAPZB	ENST00000375144.1	2.31424766977364	1052	1019	1018	236	235	-515	33	782	750
chr1	19665788	CAPZB	ENST00000401084.2	2.31175693527081	1188	1055	1054	236	235	-521	133	818	756
chr1	19665990	CAPZB	ENST00000264203.3	2.0897597977244	1347	854	853	71	70	-720	493	782	790
chr1	19665990	CAPZB	ENST00000375142.1	2.1639751552795	1012	966	965	132	131	-673	46	833	804
chr1	19665990	CAPZB	ENST00000375144.1	2.04527296937417	850	817	816	34	33	-717	33	782	750
